trip_date,trip_origin,trip_destination,start_odometer,end_odometer,total_km,ab_km,bc_km,mb_km,on_km,sk_km,ab_fuel,bc_fuel,mb_fuel,on_fuel,sk_fuel,matching_invoice_number,invoice_date,invoice_time,invoice_location,total_cost,source_log,total_fuel_litres,fuel_source,fuel_source_reliability,km_per_tank,avg_fuel_per_tank,fuel_litres_per_km,cycle_fuel_per_km,fuel_cost_per_km,provincial_sum_km,km_reconciliation_gap,odometer_gap,cross_border_trip,ab_dist_prop,ab_fuel_prop,ab_dist_fuel_variance,bc_dist_prop,bc_fuel_prop,bc_dist_fuel_variance,mb_dist_prop,mb_fuel_prop,mb_dist_fuel_variance,on_dist_prop,on_fuel_prop,on_dist_fuel_variance,sk_dist_prop,sk_fuel_prop,sk_dist_fuel_variance,weekly_avg_distance_km,weekly_avg_fuel_litres,monthly_avg_distance_km,monthly_avg_fuel_litres,dist_to_weekly_ratio,fuel_to_weekly_ratio,dist_to_monthly_ratio,fuel_to_monthly_ratio,forest_prediction,anomaly_score,anomaly_source,Route Context
2022-03-29,Kamloops to Surrey ,"Valemount, BC ",751350.0,752380.0,1030.0,0.0,1030.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,600.0,595.0,0.4854368932038835,0.9916666666666667,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,530.0,930.6666666666666,560.8666666666667,1.0510204081632653,0.9433962264150944,1.106733524355301,0.8914774753357898,1,-0.5335456081787604,Isolation Forest,"Kamloops to Surrey  ➔ Valemount, BC "
2022-03-30,"Valemount, BC ","Nisku, AB ",752380.0,752980.0,600.0,500.0,100.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,690.0,provincial_log,2,2670.0,826.5,1.15,0.3095505617977528,0.0,600.0,0.0,0.0,1.0,0.8333333333333334,1.0,-0.16666666666666663,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,530.0,936.875,557.0625,0.6211180124223602,1.3018867924528301,0.6404269513008672,1.2386401884887244,1,-0.5207140321625439,Isolation Forest,"Valemount, BC  ➔ Nisku, AB "
2022-04-13,"Kelowna, BC ","Nisku, AB ",760850.0,761800.0,950.0,450.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,1650.0,450.0,0.5263157894736842,0.2727272727272727,0.0,950.0,0.0,0.0,1.0,0.47368421052631576,1.0,-0.5263157894736843,0.5263157894736842,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0588235294117,612.7941176470588,1.0,1.0,1.0031055900621118,0.8159347252219823,1,-0.5072446464902169,Isolation Forest,"Kelowna, BC  ➔ Nisku, AB "
2022-04-14,"Nisku, AB ","Prince George, BC ",761800.0,762600.0,800.0,450.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,450.0,provincial_log_nearby,1,1650.0,450.0,0.5625,0.2727272727272727,0.0,800.0,0.0,0.0,1.0,0.5625,0.0,0.5625,0.4375,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,500.0,941.1764705882352,603.9705882352941,0.8421052631578947,0.9,0.8500000000000001,0.7450693937180424,1,-0.5013772293245836,Isolation Forest,"Nisku, AB  ➔ Prince George, BC "
2022-04-15,"Prince George, BC ","Nisku, AB ",762600.0,763450.0,850.0,500.0,350.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,400.0,provincial_log,2,700.0,505.0,0.47058823529411764,0.7214285714285714,0.0,850.0,0.0,0.0,1.0,0.5882352941176471,0.0,0.5882352941176471,0.4117647058823529,1.0,-0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,475.0,926.4705882352941,586.3235294117648,0.9714285714285714,0.8421052631578947,0.9174603174603174,0.6822172059192375,1,-0.494730068252097,Isolation Forest,"Prince George, BC  ➔ Nisku, AB "
2022-04-18,"Nisku, AB ","Fort St. Jhon, BC ",763450.0,764150.0,700.0,550.0,150.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,610.0,provincial_log,2,750.0,580.0,0.8714285714285714,0.7733333333333333,0.0,700.0,0.0,0.0,1.0,0.7857142857142857,1.0,-0.2142857142857143,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.6666666666666,450.0,933.3333333333334,592.5,0.8076923076923077,1.3555555555555556,0.75,1.029535864978903,1,-0.43324919694330966,Isolation Forest,"Nisku, AB  ➔ Fort St. Jhon, BC "
2022-04-19,"Fort St. Jhon, BC ","Nisku, AB ",764150.0,764900.0,750.0,600.0,150.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,550.0,provincial_log,2,1050.0,495.0,0.7333333333333333,0.4714285714285714,0.0,750.0,0.0,0.0,1.0,0.8,1.0,-0.19999999999999996,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,490.0,918.75,593.59375,0.9090909090909091,1.1224489795918366,0.8163265306122449,0.9265596209528824,1,-0.39772078170485126,Isolation Forest,"Fort St. Jhon, BC  ➔ Nisku, AB "
2022-04-20,Nisku to Manning ,"Chetwynd, BC ",764900.0,765950.0,1050.0,900.0,150.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,440.0,provincial_log,2,1100.0,395.0,0.41904761904761906,0.35909090909090907,0.0,1050.0,0.0,0.0,1.0,0.8571428571428571,1.0,-0.1428571428571429,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,502.0,908.8235294117648,591.0294117647059,1.2962962962962963,0.8764940239043825,1.1553398058252426,0.744463796964419,1,-0.43607000666926504,Isolation Forest,"Nisku to Manning  ➔ Chetwynd, BC "
2022-04-21,"Chetwynd to PG, BC ","Nisku, AB ",765950.0,767050.0,1100.0,500.0,600.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,350.0,provincial_log,2,1220.0,545.0,0.3181818181818182,0.44672131147540983,0.0,1100.0,0.0,0.0,1.0,0.45454545454545453,0.0,0.45454545454545453,0.5454545454545454,1.0,-0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,490.0,902.9411764705883,596.3235294117648,1.3253012048192772,0.7142857142857143,1.2182410423452767,0.5869297163995068,1,-0.5373992636056302,Isolation Forest,"Chetwynd to PG, BC  ➔ Nisku, AB "
2022-04-24,"Nisku, AB ","Agassiz, BC ",767170.0,768270.0,1100.0,500.0,600.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,740.0,provincial_log,2,1000.0,637.5,0.6727272727272727,0.6375,0.0,1100.0,0.0,0.0,1.0,0.45454545454545453,1.0,-0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,499.0,829.375,592.65625,1.478494623655914,1.4829659318637274,1.3262999246420497,1.2486158713419457,1,-0.48915977051684667,Isolation Forest,"Nisku, AB  ➔ Agassiz, BC "
2022-04-25,"Agassiz, BC ","Hinton, AB ",768270.0,769270.0,1000.0,800.0,200.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,535.0,provincial_log,2,1050.0,567.5,0.535,0.5404761904761904,0.0,1000.0,0.0,0.0,1.0,0.8,0.0,0.8,0.2,1.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.3333333333334,539.1666666666666,854.375,604.53125,1.2448132780082988,0.9922720247295209,1.1704462326261886,0.8849831997932283,1,-0.5042899114560814,Isolation Forest,"Agassiz, BC  ➔ Hinton, AB "
2022-04-26,"Hinton to GP, AB ","Nisku, AB ",769270.0,770320.0,1050.0,1050.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,1195.0,631.0,0.5714285714285714,0.5280334728033472,0.0,1050.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.3333333333334,526.6666666666666,862.9411764705883,600.4411764705883,1.23046875,1.139240506329114,1.2167689161554192,0.9992652461425422,1,-0.38672635266510597,Isolation Forest,"Hinton to GP, AB  ➔ Nisku, AB "
2022-04-28,"Nisku, AB ","Abbotsford, BC ",770320.0,771515.0,1195.0,530.0,665.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,662.0,provincial_log,2,1580.0,676.0,0.5539748953974896,0.4278481012658228,0.0,1195.0,0.0,0.0,0.0,0.4435146443514644,1.0,-0.5564853556485356,0.5564853556485355,0.0,0.5564853556485355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,554.0,871.7647058823529,603.3823529411765,1.3672768878718535,1.1949458483754514,1.370782726045884,1.0971484279795272,1,-0.4829917702027153,Isolation Forest,"Nisku, AB  ➔ Abbotsford, BC "
2022-05-04,"Clairmont to FSJ, BC ","Nisku, AB ",755600.0,756550.0,950.0,650.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,676.0,provincial_log_nearby,1,1580.0,676.0,0.7115789473684211,0.4278481012658228,0.0,950.0,0.0,0.0,1.0,0.6842105263157895,0.0,0.6842105263157895,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,662.0,876.0714285714286,576.8928571428571,0.7949790794979079,1.0211480362537764,1.084386465552385,1.1717947130563982,1,-0.47554039608164494,Isolation Forest,"Clairmont to FSJ, BC  ➔ Nisku, AB "
2022-05-16,"Prince George, BC ","Nisku, AB ",779750.0,780650.0,900.0,550.0,350.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,430.0,640.0,0.6666666666666666,1.4883720930232558,0.0,900.0,0.0,0.0,1.0,0.6111111111111112,0.0,0.6111111111111112,0.3888888888888889,1.0,-0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,645.0,870.4166666666666,586.9166666666666,1.125,0.9302325581395349,1.0339875538535184,1.022291637086469,1,-0.5266996553844185,Isolation Forest,"Prince George, BC  ➔ Nisku, AB "
2022-05-20,Nisku to Whitecourt ,"Nisku, AB ",780650.0,781080.0,430.0,430.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,680.0,provincial_log,2,770.0,465.0,1.5813953488372092,0.6038961038961039,0.0,430.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,622.5,899.5454545454545,589.3636363636364,0.5058823529411764,1.0923694779116466,0.4780192016169783,1.1537868270862255,1,-0.5201774505302601,Isolation Forest,"Nisku to Whitecourt  ➔ Nisku, AB "
2022-05-23,"Nisku, AB ","Chetwynd, BC ",781080.0,781850.0,770.0,600.0,170.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,250.0,provincial_log,2,850.0,437.0,0.3246753246753247,0.5141176470588236,0.0,770.0,0.0,0.0,1.0,0.7792207792207793,1.0,-0.22077922077922074,0.22077922077922077,0.0,0.22077922077922077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,640.0,895.0,647.5555555555555,1.1578947368421053,0.390625,0.8603351955307262,0.3860672614962251,1,-0.5190175634838974,Isolation Forest,"Nisku, AB  ➔ Chetwynd, BC "
2022-05-24,"Chetwynd, BC ","Nisku, AB ",781850.0,782700.0,850.0,650.0,200.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,624.0,provincial_log,2,1630.0,622.0,0.7341176470588235,0.3815950920245399,0.0,850.0,0.0,0.0,1.0,0.7647058823529411,1.0,-0.23529411764705888,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,465.0,882.5,607.8,1.4166666666666667,1.3419354838709678,0.9631728045325779,1.026653504442251,1,-0.42199044142267395,Isolation Forest,"Chetwynd, BC  ➔ Nisku, AB "
2022-05-25,"Nisku, AB ","Hope, BC ",782700.0,783750.0,1050.0,450.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,622.0,provincial_log_nearby,1,1630.0,622.0,0.5923809523809523,0.3815950920245399,0.0,1050.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.3333333333334,518.0,857.5,596.2,1.5365853658536583,1.2007722007722008,1.2244897959183674,1.0432740691043274,1,-0.5069722056522143,Isolation Forest,"Nisku, AB  ➔ Hope, BC "
2022-05-26,Hope to Surrey ,"Barriere, BC ",783750.0,784330.0,580.0,0.0,580.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,620.0,provincial_log,2,1050.0,610.0,1.0689655172413792,0.580952380952381,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,544.0,862.5,604.9,0.7483870967741936,1.1397058823529411,0.672463768115942,1.024962803769218,1,-0.5215026929887941,Isolation Forest,"Hope to Surrey  ➔ Barriere, BC "
2022-05-27,Barrier to Lacombe ,"Nisku, AB ",784330.0,785380.0,1050.0,750.0,300.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,1050.0,455.0,0.5714285714285714,0.43333333333333335,0.0,1050.0,0.0,0.0,1.0,0.7142857142857143,1.0,-0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,559.2,815.5,606.9,1.4266304347826086,1.0729613733905579,1.2875536480686696,0.9886307464162136,1,-0.4164034536643006,Isolation Forest,"Barrier to Lacombe  ➔ Nisku, AB "
2022-05-30,"Nisku, AB ","Hope, BC ",785380.0,786430.0,1050.0,450.0,600.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,310.0,provincial_log,2,840.0,455.0,0.29523809523809524,0.5416666666666666,0.0,1050.0,0.0,0.0,1.0,0.42857142857142855,1.0,-0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,543.2,801.0,600.7,1.2209302325581395,0.5706921944035346,1.3108614232209739,0.5160645913101382,1,-0.5160991970305399,Isolation Forest,"Nisku, AB  ➔ Hope, BC "
2022-05-31,Hope to Surrey ,"Valemount, BC ",786430.0,787270.0,840.0,0.0,840.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,1070.0,575.0,0.7142857142857143,0.5373831775700935,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,555.2,823.6363636363636,574.2727272727273,0.9170305676855895,1.0806916426512967,1.0198675496688743,1.044799746715213,1,-0.4748419602993101,Isolation Forest,"Hope to Surrey  ➔ Valemount, BC "
2022-06-02,"Nisku, AB ","Kelowna, BC ",716080.0,717150.0,1070.0,500.0,570.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,550.0,provincial_log,2,1970.0,525.0,0.514018691588785,0.26649746192893403,0.0,1070.0,0.0,0.0,1.0,0.4672897196261682,1.0,-0.5327102803738317,0.5327102803738317,0.0,0.5327102803738317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,532.5,825.0,576.4166666666666,1.2159090909090908,1.0328638497652582,1.2969696969696969,0.9541708833309239,1,-0.45347172843873723,Isolation Forest,"Nisku, AB  ➔ Kelowna, BC "
2022-06-15,"Prince George, BC ","Nisku, AB ",793050.0,793870.0,820.0,470.0,350.0,0.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,642.0,provincial_log,2,1350.0,521.0,0.7829268292682927,0.38592592592592595,0.0,820.0,0.0,0.0,1.0,0.573170731707317,1.0,-0.426829268292683,0.4268292682926829,0.0,0.4268292682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,420.0,825.7142857142857,520.0714285714286,0.9647058823529412,1.5285714285714285,0.9930795847750865,1.2344458178821591,1,-0.44026129380247553,Isolation Forest,"Prince George, BC  ➔ Nisku, AB "
2022-06-16,"Nisku to Fort Sask, ","Nisku, AB ",793870.0,794270.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,521.0,provincial_log_nearby,1,1350.0,521.0,1.3025,0.38592592592592595,0.0,400.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,531.0,820.0,523.0714285714286,0.47904191616766467,0.9811676082862524,0.4878048780487805,0.9960398743684282,1,-0.5368851680638581,Isolation Forest,"Nisku to Fort Sask,  ➔ Nisku, AB "
2022-06-19,"Nisku, AB ","Prince George, BC ",794270.0,795220.0,950.0,550.0,400.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,400.0,provincial_log,2,980.0,525.0,0.42105263157894735,0.5357142857142857,0.0,950.0,0.0,0.0,1.0,0.5789473684210527,1.0,-0.42105263157894735,0.42105263157894735,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,527.6666666666666,792.0,522.9333333333333,1.3768115942028984,0.7580543272267847,1.1994949494949494,0.764915859255482,1,-0.4441410838997209,Isolation Forest,"Nisku, AB  ➔ Prince George, BC "
2022-06-20,"Prince George, BC ","Nisku, AB ",795220.0,796200.0,980.0,580.0,400.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,650.0,provincial_log,2,1050.0,600.0,0.6632653061224489,0.5714285714285714,0.0,980.0,0.0,0.0,1.0,0.5918367346938775,1.0,-0.40816326530612246,0.40816326530612246,0.0,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,495.75,826.6666666666666,504.26666666666665,1.2980132450331126,1.3111447302067574,1.185483870967742,1.2890005288207298,1,-0.42229264232297425,Isolation Forest,"Prince George, BC  ➔ Nisku, AB "
2022-06-21,"Nisku to GP, AB ","Nisku, AB ",796200.0,797250.0,1050.0,1050.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,550.0,provincial_log,2,1400.0,560.0,0.5238095238095238,0.4,0.0,1050.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,526.6,836.25,513.375,1.3125,1.044436004557539,1.2556053811659194,1.0713416118821524,1,-0.3956588980574472,Isolation Forest,"Nisku to GP, AB  ➔ Nisku, AB "
2022-06-22,Nisku to Fox Creek ,"Nisku, AB ",797250.0,797850.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,560.0,provincial_log_nearby,1,1400.0,560.0,0.9333333333333333,0.4,0.0,600.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,552.6,848.8235294117648,515.5294117647059,0.7142857142857143,1.0133912414042707,0.7068607068607068,1.086261980830671,1,-0.46694899675642754,Isolation Forest,"Nisku to Fox Creek  ➔ Nisku, AB "
2022-06-23,"Nisku, AB ","Chetwynd, BC ",797850.0,798650.0,800.0,650.0,150.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,570.0,provincial_log,2,850.0,607.5,0.7125,0.7147058823529412,0.0,800.0,0.0,0.0,1.0,0.8125,1.0,-0.1875,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,536.2,838.8235294117648,533.7647058823529,1.0050251256281406,1.063036180529653,0.9537166900420757,1.0678862684593344,1,-0.3896999540956887,Isolation Forest,"Nisku, AB  ➔ Chetwynd, BC "
2022-06-24,"Chetwynd, BC ","Nisku, AB ",798650.0,799500.0,850.0,650.0,200.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,645.0,provincial_log,2,1550.0,547.5,0.7588235294117647,0.3532258064516129,0.0,850.0,0.0,0.0,1.0,0.7647058823529411,1.0,-0.23529411764705888,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,546.0,835.8823529411765,530.5882352941177,0.9703196347031964,1.1813186813186813,1.0168895144264603,1.2156319290465631,1,-0.39518620247597736,Isolation Forest,"Chetwynd, BC  ➔ Nisku, AB "
2022-06-26,"Nisku, AB ","Prince George, BC ",799500.0,800250.0,750.0,400.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,547.5,provincial_log_nearby,1,1550.0,547.5,0.73,0.3532258064516129,0.0,750.0,0.0,0.0,1.0,0.5333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.6666666666666,562.5,839.375,526.4375,0.8604206500956023,0.9733333333333334,0.8935219657483247,1.040009497803633,1,-0.45942094390427285,Isolation Forest,"Nisku, AB  ➔ Prince George, BC "
2022-06-27,"Prince George, BC ","Kamloops, BC ",800250.0,801050.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,450.0,provincial_log,2,650.0,475.0,0.5625,0.7307692307692307,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.3333333333334,587.0833333333334,820.625,523.15625,0.9542743538767395,0.7665010645848118,0.9748667174409749,0.8601636700316588,1,-0.5165567372317358,Isolation Forest,"Prince George, BC  ➔ Kamloops, BC "
2022-06-28,"coldstream, BC ","Abbotsford, BC ",801050.0,801700.0,650.0,0.0,650.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,1280.0,600.0,0.7692307692307693,0.46875,0.0,650.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.3333333333334,553.75,819.4117647058823,518.8529411764706,0.8041237113402061,0.9029345372460497,0.7932519741564968,0.9636641913723711,1,-0.5034052832139865,Isolation Forest,"coldstream, BC  ➔ Abbotsford, BC "
2022-06-29,"Abbotsford, BC ","Valemount, BC ",801700.0,802330.0,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log_nearby,1,1280.0,600.0,0.9523809523809523,0.46875,0.0,630.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.6666666666666,545.4166666666666,810.0,517.8055555555555,0.849438202247191,1.1000763941940412,0.7777777777777778,1.1587361193069041,1,-0.5485678352206182,Isolation Forest,"Abbotsford, BC  ➔ Valemount, BC "
2022-06-30,"Valemount, BC ","Nisku, AB ",802330.0,802980.0,650.0,550.0,100.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,700.0,provincial_log,2,1050.0,863.5,1.0769230769230769,0.8223809523809524,0.0,650.0,0.0,0.0,1.0,0.8461538461538461,1.0,-0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.6666666666666,552.0833333333334,786.6666666666666,533.9166666666666,0.8705357142857143,1.2679245283018867,0.826271186440678,1.3110660215389418,1,-0.46463829633541737,Isolation Forest,"Valemount, BC  ➔ Nisku, AB "
