trip_date,trip_origin,trip_destination,start_odometer,end_odometer,total_km,ab_km,bc_km,mb_km,on_km,sk_km,ab_fuel,bc_fuel,mb_fuel,on_fuel,sk_fuel,matching_invoice_number,invoice_date,invoice_time,invoice_location,total_cost,source_log,total_fuel_litres,fuel_source,fuel_source_reliability,km_per_tank,avg_fuel_per_tank,fuel_litres_per_km,cycle_fuel_per_km,fuel_cost_per_km,provincial_sum_km,km_reconciliation_gap,odometer_gap,cross_border_trip,ab_dist_prop,ab_fuel_prop,ab_dist_fuel_variance,bc_dist_prop,bc_fuel_prop,bc_dist_fuel_variance,mb_dist_prop,mb_fuel_prop,mb_dist_fuel_variance,on_dist_prop,on_fuel_prop,on_dist_fuel_variance,sk_dist_prop,sk_fuel_prop,sk_dist_fuel_variance,weekly_avg_distance_km,weekly_avg_fuel_litres,monthly_avg_distance_km,monthly_avg_fuel_litres,dist_to_weekly_ratio,fuel_to_weekly_ratio,dist_to_monthly_ratio,fuel_to_monthly_ratio
2022-06-16,"Nisku to Fort Sask, ","Nisku, AB ",793870.0,794270.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,521.0,provincial_log_nearby,1,1350.0,521.0,1.3025,0.38592592592592595,0.0,400.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,531.0,820.0,523.0714285714286,0.47904191616766467,0.9811676082862524,0.4878048780487805,0.9960398743684282
2022-06-19,"Nisku, AB ","Prince George, BC ",794270.0,795220.0,950.0,550.0,400.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,400.0,provincial_log,2,980.0,525.0,0.42105263157894735,0.5357142857142857,0.0,950.0,0.0,0.0,1.0,0.5789473684210527,1.0,-0.42105263157894735,0.42105263157894735,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,527.6666666666666,792.0,522.9333333333333,1.3768115942028984,0.7580543272267847,1.1994949494949494,0.764915859255482
2022-06-20,"Prince George, BC ","Nisku, AB ",795220.0,796200.0,980.0,580.0,400.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,650.0,provincial_log,2,1050.0,600.0,0.6632653061224489,0.5714285714285714,0.0,980.0,0.0,0.0,1.0,0.5918367346938775,1.0,-0.40816326530612246,0.40816326530612246,0.0,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,495.75,826.6666666666666,504.26666666666665,1.2980132450331126,1.3111447302067574,1.185483870967742,1.2890005288207298
2022-06-21,"Nisku to GP, AB ","Nisku, AB ",796200.0,797250.0,1050.0,1050.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,550.0,provincial_log,2,1400.0,560.0,0.5238095238095238,0.4,0.0,1050.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,526.6,836.25,513.375,1.3125,1.044436004557539,1.2556053811659194,1.0713416118821524
2022-06-22,Nisku to Fox Creek ,"Nisku, AB ",797250.0,797850.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,560.0,provincial_log_nearby,1,1400.0,560.0,0.9333333333333333,0.4,0.0,600.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,552.6,848.8235294117648,515.5294117647059,0.7142857142857143,1.0133912414042707,0.7068607068607068,1.086261980830671
2022-06-23,"Nisku, AB ","Chetwynd, BC ",797850.0,798650.0,800.0,650.0,150.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,570.0,provincial_log,2,850.0,607.5,0.7125,0.7147058823529412,0.0,800.0,0.0,0.0,1.0,0.8125,1.0,-0.1875,0.1875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,536.2,838.8235294117648,533.7647058823529,1.0050251256281406,1.063036180529653,0.9537166900420757,1.0678862684593344
2022-06-24,"Chetwynd, BC ","Nisku, AB ",798650.0,799500.0,850.0,650.0,200.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,645.0,provincial_log,2,1550.0,547.5,0.7588235294117647,0.3532258064516129,0.0,850.0,0.0,0.0,1.0,0.7647058823529411,1.0,-0.23529411764705888,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,546.0,835.8823529411765,530.5882352941177,0.9703196347031964,1.1813186813186813,1.0168895144264603,1.2156319290465631
2022-06-26,"Nisku, AB ","Prince George, BC ",799500.0,800250.0,750.0,400.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,547.5,provincial_log_nearby,1,1550.0,547.5,0.73,0.3532258064516129,0.0,750.0,0.0,0.0,1.0,0.5333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.6666666666666,562.5,839.375,526.4375,0.8604206500956023,0.9733333333333334,0.8935219657483247,1.040009497803633
2022-06-27,"Prince George, BC ","Kamloops, BC ",800250.0,801050.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,450.0,provincial_log,2,650.0,475.0,0.5625,0.7307692307692307,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.3333333333334,587.0833333333334,820.625,523.15625,0.9542743538767395,0.7665010645848118,0.9748667174409749,0.8601636700316588
2022-06-28,"coldstream, BC ","Abbotsford, BC ",801050.0,801700.0,650.0,0.0,650.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,1280.0,600.0,0.7692307692307693,0.46875,0.0,650.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.3333333333334,553.75,819.4117647058823,518.8529411764706,0.8041237113402061,0.9029345372460497,0.7932519741564968,0.9636641913723711
2022-06-29,"Abbotsford, BC ","Valemount, BC ",801700.0,802330.0,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log_nearby,1,1280.0,600.0,0.9523809523809523,0.46875,0.0,630.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.6666666666666,545.4166666666666,810.0,517.8055555555555,0.849438202247191,1.1000763941940412,0.7777777777777778,1.1587361193069041
2022-06-30,"Valemount, BC ","Nisku, AB ",802330.0,802980.0,650.0,550.0,100.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,700.0,provincial_log,2,1050.0,863.5,1.0769230769230769,0.8223809523809524,0.0,650.0,0.0,0.0,1.0,0.8461538461538461,1.0,-0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.6666666666666,552.0833333333334,786.6666666666666,533.9166666666666,0.8705357142857143,1.2679245283018867,0.826271186440678,1.3110660215389418
2022-07-02,"Kelowna, BC ","Grande Prairie, AB ",717150.0,718200.0,1050.0,550.0,500.0,0.0,0.0,0.0,550.0,477.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,1027.0,provincial_log,2,1050.0,938.5,0.9780952380952381,0.8938095238095238,0.0,1050.0,0.0,0.0,1.0,0.5238095238095238,0.5355404089581305,-0.011730885148606651,0.47619047619047616,0.4644595910418695,0.011730885148606651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,559.5,776.1111111111111,539.4722222222222,1.5086206896551724,1.8355674709562109,1.3528990694345024,1.9037124761855726
2022-07-03,Nisku to Chetwynd ,"Prince George, BC ",735650.0,736700.0,1050.0,650.0,400.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,850.0,provincial_log,2,1100.0,770.0,0.8095238095238095,0.7,0.0,1050.0,0.0,1.0,1.0,0.6190476190476191,1.0,-0.38095238095238093,0.38095238095238093,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,637.4166666666666,775.0,565.9722222222222,1.390728476821192,1.33350764805857,1.3548387096774193,1.5018404907975462
2022-07-04,nisku to grande prairie ,"Nisku, AB ",757700.0,758800.0,1100.0,1100.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,690.0,provincial_log,2,2500.0,670.0,0.6272727272727273,0.268,0.0,1100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,687.8333333333334,789.4736842105264,580.921052631579,1.3664596273291925,1.003149987884662,1.3933333333333333,1.1877689694224236
2022-07-06,"Nisku, AB ","Fort St. Jhon, BC ",788250.0,788950.0,700.0,580.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,670.0,provincial_log_nearby,1,2500.0,670.0,0.9571428571428572,0.268,0.0,700.0,0.0,1.0,1.0,0.8285714285714286,0.0,0.8285714285714286,0.17142857142857143,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,773.4,785.0,594.5833333333334,0.78125,0.8663046289113008,0.89171974522293,1.1268395234758233
2022-08-02,"Fort St. Jhon, BC ","Nisku, AB ",718200.0,719150.0,950.0,650.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,670.0,provincial_log_nearby,1,2500.0,670.0,0.7052631578947368,0.268,0.0,950.0,0.0,0.0,1.0,0.6842105263157895,0.0,0.6842105263157895,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,736.6666666666666,1.0,1.0,1.0,0.909502262443439
2022-08-03,"Prince George, BC ","Nisku, AB ",736700.0,737550.0,850.0,500.0,350.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,650.0,provincial_log,2,950.0,650.0,0.7647058823529411,0.6842105263157895,0.0,850.0,0.0,1.0,1.0,0.5882352941176471,1.0,-0.4117647058823529,0.4117647058823529,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,670.0,916.6666666666666,676.6666666666666,0.8947368421052632,0.9701492537313433,0.9272727272727274,0.9605911330049262
2022-08-06,Fort st jhon to Nisku ,"whitecourt, AB ",788950.0,789900.0,950.0,800.0,150.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,650.0,provincial_log,2,990.0,531.64,0.6842105263157895,0.537010101010101,0.0,950.0,0.0,1.0,1.0,0.8421052631578947,1.0,-0.1578947368421053,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,660.0,900.0,660.0,1.0555555555555556,0.9848484848484849,1.0555555555555556,0.9848484848484849
2022-08-15,"Consart, AB","Kamloops, BC",285000.0,285990.0,990.0,990.0,0.0,0.0,0.0,0.0,413.28,0.0,0.0,0.0,0.0,12537418WXSX,2022-08-15 00:00:00,15:17:58,"CONSORT,, AB",0.0,Log_1_Excel,413.28,invoice,3,900.0,529.14,0.4174545454545454,0.5879333333333333,0.0,990.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.6666666666666,656.6666666666666,1.0,1.0,1.08,0.6293604060913706
2022-09-02,"Nisku, AB ","Fort St. Jhon, BC ",719150.0,720050.0,900.0,750.0,150.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,645.0,provincial_log,2,1000.0,633.0,0.7166666666666667,0.633,0.0,900.0,0.0,0.0,1.0,0.8333333333333334,1.0,-0.16666666666666663,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,571.0933333333334,1.0,1.0,0.967741935483871,1.129412588718715
2022-09-03,nisku to grande prairie ,"Nisku, AB ",737550.0,738550.0,1000.0,1000.0,0.0,0.0,0.0,0.0,621.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,621.0,provincial_log,2,1030.0,560.5,0.621,0.5441747572815534,0.0,1000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,645.0,946.6666666666666,569.4266666666666,1.1111111111111112,0.9627906976744186,1.0563380281690142,1.0905706324490132
2022-09-05,nisku to grande prairie ,"Nisku, AB ",775250.0,776280.0,1030.0,1030.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,1150.0,542.5,0.4854368932038835,0.4717391304347826,0.0,1030.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,633.0,960.0,582.3199999999999,1.0842105263157895,0.7898894154818326,1.0729166666666667,0.8586344278060174
2022-09-06,"Whitecourt to GP, AB ",Nisku to Valleyview ,789900.0,791050.0,1150.0,1150.0,0.0,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,585.0,provincial_log,2,950.0,642.5,0.508695652173913,0.6763157894736842,0.0,1150.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.6666666666666,588.6666666666666,980.0,544.8199999999999,1.1774744027303754,0.9937712344280861,1.1734693877551021,1.0737491281524174
2022-10-01,Nisku to Grande prairie ,"Nisku, AB ",704000.0,704950.0,950.0,950.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,700.0,provincial_log,2,530.0,670.0,0.7368421052631579,1.2641509433962264,0.0,950.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,587.75,1.0,1.0,0.9313725490196079,1.1909825606125053
2022-10-02,"Grande Prairie, AB ","Nisku, AB ",720050.0,720580.0,530.0,400.0,130.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,640.0,provincial_log,2,1050.0,645.0,1.2075471698113207,0.6142857142857143,0.0,530.0,0.0,1.0,0.0,0.7547169811320755,1.0,-0.24528301886792447,0.24528301886792453,0.0,0.24528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,700.0,1006.0,610.2,0.5578947368421052,0.9142857142857143,0.5268389662027833,1.0488364470665354
2022-10-03,Nisku to Chetwynd ,"Prince George, BC ",738550.0,739600.0,1050.0,650.0,400.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,650.0,provincial_log,2,500.0,640.0,0.6190476190476191,1.28,0.0,1050.0,0.0,1.0,1.0,0.6190476190476191,0.0,0.6190476190476191,0.38095238095238093,1.0,-0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,670.0,932.0,609.2,1.4189189189189189,0.9701492537313433,1.1266094420600858,1.0669730794484569
2022-10-04,"Nisku, AB ","Grande Prairie, AB ",758800.0,759300.0,500.0,500.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,630.0,provincial_log,2,1020.0,565.0,1.26,0.553921568627451,0.0,500.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.3333333333334,663.3333333333334,942.0,615.0,0.5928853754940712,0.9497487437185929,0.5307855626326964,1.024390243902439
2022-10-05,nisku to grande prairie ,"Nisku, AB ",776280.0,777300.0,1020.0,1020.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,1150.0,565.0,0.49019607843137253,0.49130434782608695,0.0,1020.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.5,655.0,868.3333333333334,617.5,1.3465346534653466,0.7633587786259542,1.1746641074856046,0.8097165991902834
2022-10-06,"Chetwynd, BC ","Nisku, AB ",791050.0,792200.0,1150.0,850.0,300.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,630.0,provincial_log,2,1300.0,590.0,0.5478260869565217,0.45384615384615384,0.0,1150.0,0.0,1.0,1.0,0.7391304347826086,1.0,-0.26086956521739135,0.2608695652173913,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,624.0,866.6666666666666,617.5,1.4197530864197532,1.0096153846153846,1.3269230769230769,1.0202429149797572
2022-10-08,Brooks,"Edmanton, AB",125420.0,125918.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_1_Excel,590.0,provincial_log_nearby,1,1300.0,590.0,1.3111111111111111,0.45384615384615384,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.6666666666666,625.0,866.6666666666666,625.0,0.5192307692307693,0.944,0.5192307692307693,0.944
2022-11-01,"Nisku, AB ","Kamloops, BC ",704950.0,705800.0,850.0,400.0,450.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,550.0,provincial_log,2,1550.0,450.0,0.6470588235294118,0.2903225806451613,0.0,850.0,0.0,0.0,1.0,0.47058823529411764,1.0,-0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.3333333333334,606.6666666666666,1.0,1.0,1.0851063829787233,0.9065934065934067
2022-11-03,"Prince George, BC ","Nisku, AB ",739600.0,740600.0,1000.0,650.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,450.0,provincial_log_nearby,1,1550.0,450.0,0.45,0.2903225806451613,0.0,1000.0,0.0,1.0,1.0,0.65,0.0,0.65,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,550.0,794.0,580.0,1.1764705882352942,0.8181818181818182,1.2594458438287153,0.7758620689655172
2022-11-04,"Grande Prairie, AB ","Nisku, AB ",759300.0,759850.0,550.0,550.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,350.0,provincial_log,2,1550.0,475.0,0.6363636363636364,0.3064516129032258,0.0,550.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,500.0,894.0,544.0,0.5945945945945946,0.7,0.6152125279642058,0.6433823529411765
2022-11-05,"Nisku, AB ","Chetwynd, BC ",777300.0,778050.0,750.0,600.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,475.0,provincial_log_nearby,1,1550.0,475.0,0.6333333333333333,0.3064516129032258,0.0,750.0,0.0,1.0,1.0,0.8,0.0,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,450.0,800.0,514.0,0.9375,1.0555555555555556,0.9375,0.9241245136186771
2022-12-01,"Kamloops, BC ","Nisku, AB ",705800.0,706600.0,800.0,350.0,450.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,1000.0,550.0,0.75,0.55,0.0,800.0,0.0,0.0,1.0,0.4375,0.0,0.4375,0.5625,1.0,-0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.5,456.25,1.0,1.0,1.0158730158730158,1.3150684931506849
2022-12-04,"Nisku, AB ","Kelowna, BC ",759850.0,760850.0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,500.0,provincial_log,2,900.0,550.0,0.5,0.6111111111111112,0.0,1000.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,600.0,700.0,475.0,1.25,0.8333333333333334,1.4285714285714286,1.0526315789473684
2022-12-05,"Chetwynd, BC ","Nisku, AB ",778050.0,778950.0,900.0,700.0,200.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,NO MATCHING INVOICE,0.0,0.0,NO MATCHING INVOICE,0.0,Log_2_PDF,600.0,provincial_log,2,390.0,314.3815,0.6666666666666666,0.8061064102564103,0.0,900.0,0.0,1.0,1.0,0.7777777777777778,1.0,-0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,550.0,850.0,525.0,1.0,1.0909090909090908,1.0588235294117647,1.1428571428571428
2023-01-07,Kelowna,Langley,247330.0,247720.0,390.0,0.0,390.0,0.0,0.0,0.0,0.0,28.763,0.0,0.0,0.0,000416,2023-01-07 00:00:00,10:22:35,"KELOUNA,, BC",45.42,Log_1_Excel,28.763,invoice,3,80.0,23.5895,0.07375128205128205,0.29486875,0.11646153846153846,390.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2023-06-21,Willowdale,Caledon,78955.0,79035.0,80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,18.416,0.0,075795,2023-06-21 00:00:00,13:13:37,"WILLOWDALE, ON",30.0,Log_1_Excel,18.416,invoice,3,145.0,56.4075,0.23020000000000002,0.3890172413793103,0.375,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2024-04-11,"Red Deer, AB","Edmonton, AB",156742.0,156887.0,145.0,145.0,0.0,0.0,0.0,0.0,94.399,0.0,0.0,0.0,0.0,115414,2024-04-11 00:00:00,13:24:03,"RED DEER, AB",150.0,Log_1_Excel,94.399,invoice,3,215.0,64.856,0.6510275862068966,0.30165581395348834,1.0344827586206897,145.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2025-11-30,Winnipeg,Brandon,62845.0,63060.0,215.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,35.313,0.0,0.0,0010019100,2025-11-30 00:00:00,18:51:41,"WINNIPEG, MB",41.03,Log_1_Excel,35.313,invoice,3,0.0,35.313,0.164246511627907,0.0,0.1908372093023256,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
